S2A_MSIL1C_20170927T103021_N0205_R108_T32ULB_20170927T103018,https://scihub.copernicus.eu/dhus/odata/v1/Products('28a9e98f-cd80-407f-8c5a-509b8085cbd1')
S2A_MSIL1C_20170927T103021_N0205_R108_T31UGS_20170927T103018,https://scihub.copernicus.eu/dhus/odata/v1/Products('b72f3400-f930-46a8-8a01-2ccb2a342b21')
S2A_MSIL1C_20170923T105021_N0205_R051_T31UGR_20170923T105022,https://scihub.copernicus.eu/dhus/odata/v1/Products('a6b37f73-0cd4-4e6d-aa1b-175f75edcf1e')
S2A_MSIL1C_20170923T105021_N0205_R051_T31UET_20170923T105022,https://scihub.copernicus.eu/dhus/odata/v1/Products('2448dfa7-959f-43af-a3e7-ad29b5b4331c')
S2A_MSIL1C_20170923T105021_N0205_R051_T31UES_20170923T105022,https://scihub.copernicus.eu/dhus/odata/v1/Products('71c8b1a6-82dd-4358-94f5-58067b2f669e')
S2A_MSIL1C_20170903T105031_N0205_R051_T31UGR_20170903T105515,https://scihub.copernicus.eu/dhus/odata/v1/Products('ebc52507-12ff-4dfb-9463-ce78289c8d17')
S2B_MSIL1C_20170918T105019_N0205_R051_T31UGR_20170918T105623,https://scihub.copernicus.eu/dhus/odata/v1/Products('15460b58-0f05-4688-808f-1dbc16462414')
S2B_MSIL1C_20170918T105019_N0205_R051_T31UGS_20170918T105015,https://scihub.copernicus.eu/dhus/odata/v1/Products('2d20b7c8-f4f4-4851-a261-14d96db9cab4')
S2B_MSIL1C_20170918T105019_N0205_R051_T32ULB_20170918T105015,https://scihub.copernicus.eu/dhus/odata/v1/Products('3c82320c-99a4-412b-9b69-dfff9e61284a')
S2A_MSIL1C_20170913T105021_N0205_R051_T31UGR_20170913T105335,https://scihub.copernicus.eu/dhus/odata/v1/Products('9dfd7cfa-80e0-47b8-b595-3a592b6998c3')
S2B_MSIL1C_20170908T105019_N0205_R051_T31UGR_20170908T105359,https://scihub.copernicus.eu/dhus/odata/v1/Products('ce27c702-052c-4ef3-b0dc-0c823ee53337')
S2B_MSIL1C_20170901T105619_N0205_R094_T31UDT_20170901T110442,https://scihub.copernicus.eu/dhus/odata/v1/Products('cd98f301-aa2c-493f-9824-b038e3b4817a')
S2B_MSIL1C_20170829T105019_N0205_R051_T31UDR_20170829T105633,https://scihub.copernicus.eu/dhus/odata/v1/Products('6261c7b8-9f91-4040-8490-f60973fe3b29')
S2B_MSIL1C_20170829T105019_N0205_R051_T31UFS_20170829T105633,https://scihub.copernicus.eu/dhus/odata/v1/Products('b57e8e3b-d55e-49fb-a0bb-47c816066521')
S2B_MSIL1C_20170829T105019_N0205_R051_T31UFQ_20170829T105633,https://scihub.copernicus.eu/dhus/odata/v1/Products('a058f2d4-7d44-47cd-8b89-c1947338238b')
S2B_MSIL1C_20170829T105019_N0205_R051_T31UGS_20170829T105633,https://scihub.copernicus.eu/dhus/odata/v1/Products('7fe0a58a-3fbe-4862-8ef5-56d81697c43d')
